Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
RES_00082,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech ECE,4,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_00083,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech IT,2,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_00084,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech ECE,3,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_00085,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech IT,5,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_00086,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech CSE,1,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_00087,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 0 years in computer science projects and software engineering practice.",B.Tech IT,0,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_00088,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech IT,5,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_00089,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 0 years in computer science projects and software engineering practice.",M.Tech CSE,0,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_00090,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 3 years in computer science projects and software engineering practice.",B.Tech IT,3,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_00091,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_00092,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 1 years in computer science projects and software engineering practice.",B.Tech IT,1,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_00093,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 2 years in computer science projects and software engineering practice.",B.Sc CS,2,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
RES_00094,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations. Experienced for 2 years in computer science projects and software engineering practice.",M.Tech CSE,2,"Data analyst with expertise in Python, SQL, Statistics, Power BI, Pandas, NumPy, and Excel. Analyzed business intelligence reports and created dashboard visualisations.",Data Analyst,Technology
RES_00095,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"Data scientist experienced in Python, Machine Learning, Statistics, Pandas, NumPy, Scikit-learn, SQL, and data pipelines. Developed predictive models for classification.",Data Scientist,Technology
RES_00096,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment. Experienced for 3 years in computer science projects and software engineering practice.",M.Tech CSE,3,"Machine Learning Engineer with deep knowledge of Python, TensorFlow, Scikit-learn, Machine Learning, MLOps, Docker, AWS, and model deployment.",Machine Learning Engineer,Technology
RES_00097,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control. Experienced for 5 years in computer science projects and software engineering practice.",M.Tech CSE,5,"DevOps Cloud Engineer experienced in Linux, Docker, Kubernetes, AWS, CI/CD pipelines, Terraform, Python, and Git version control.",DevOps / Cloud Engineer,Technology
RES_00098,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response. Experienced for 4 years in computer science projects and software engineering practice.",M.Tech CSE,4,"Security analyst experienced in Linux, Python, network security, penetration testing, firewall configuration, and incident response.",Cybersecurity Analyst,Technology
RES_00099,"QA Engineer skilled in Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech CSE,5,"Python, JavaScript, Selenium, automated testing framework, CI/CD, Git, and REST API testing.",QA / Automation Engineer,Technology
RES_00100,"Experienced candidate proficient in JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends. Experienced for 5 years in computer science projects and software engineering practice.",B.Tech ECE,5,"JavaScript, React, Node.js, Express.js, SQL, REST APIs, HTML, CSS, and Git. Built full-stack web applications with responsive design and database backends.",Full Stack Developer,Technology
RES_00101,"Backend engineer skilled in Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services. Experienced for 2 years in computer science projects and software engineering practice.",B.Tech IT,2,"Node.js, Express.js, Python, Java, SQL, MongoDB, PostgreSQL, REST APIs, and Docker. Designed microservices and scalable RESTful backend services.",Backend Developer,Technology
RES_00102,"Frontend specialist with hands-on skills in JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications. Experienced for 4 years in computer science projects and software engineering practice.",B.Tech IT,4,"JavaScript, TypeScript, React, HTML, CSS, Figma, and Webpack. Built interactive single-page web applications.",Frontend Developer,Technology
RES_00103,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems. Experienced for 1 years in computer science projects and software engineering practice.",M.Tech CSE,1,"Software engineer with solid foundation in DSA, C++, Java, Python, SQL, and Git. Solved complex algorithmic problems and built desktop/mobile backend systems.",Software Engineer,Technology
